-0.96	0.03	0.18
-0.96	0.02	0.16
-0.96	0.02	0.15
-0.97	0.01	0.14
-0.97	0.01	0.14
-0.97	0.01	0.15
-0.97	0.01	0.15
-0.96	0.01	0.16
-0.96	0.01	0.17
-0.96	0.02	0.17
-0.97	0.02	0.16
-0.98	0.02	0.16
-0.98	0.01	0.17
-0.99	0.01	0.19
-0.99	0.01	0.19
-0.99	0.01	0.19
-0.99	0.01	0.18
-0.99	0.00	0.18
-0.98	-0.00	0.18
-0.98	-0.01	0.18
-0.98	-0.02	0.20
-0.98	-0.02	0.21
-0.99	-0.01	0.23
-0.99	-0.01	0.24
-0.99	0.00	0.24
-1.00	0.01	0.23
-1.00	0.02	0.22
-1.00	0.02	0.21
-1.00	0.02	0.20
-0.99	-0.00	0.20
-0.99	-0.01	0.20
-0.99	-0.02	0.20
-1.00	-0.01	0.21
-1.00	-0.00	0.23
-1.00	0.01	0.23
-1.00	0.02	0.23
-1.00	0.03	0.24
-1.00	0.03	0.24
-0.99	0.02	0.24
-0.98	0.01	0.23
-0.98	0.00	0.23
-0.98	-0.01	0.22
-0.97	-0.02	0.22
-0.97	-0.02	0.22
-0.97	-0.01	0.20
-0.98	0.00	0.19
-0.98	0.01	0.18
-0.97	0.01	0.17
-0.97	0.00	0.17
-0.97	-0.00	0.18
-0.97	-0.01	0.19
-0.98	-0.00	0.21
-0.98	0.01	0.23
-0.99	0.01	0.23
-0.98	0.01	0.23
-0.98	0.01	0.22
-0.98	0.02	0.21
-0.98	0.01	0.20
-0.97	-0.00	0.19
-0.97	-0.01	0.19
-0.97	-0.02	0.19
-0.97	-0.02	0.19
-0.98	-0.01	0.21
-0.98	0.00	0.22
-0.98	0.02	0.23
-0.98	0.03	0.24
-0.97	0.03	0.24
-0.96	0.02	0.23
-0.96	0.01	0.21
-0.96	-0.00	0.19
-0.96	-0.01	0.17
-0.97	-0.01	0.17
-0.97	-0.00	0.17
-0.98	0.01	0.18
-0.98	0.01	0.19
-0.98	0.02	0.19
-0.98	0.02	0.19
-0.98	0.02	0.19
-0.98	0.01	0.20
-0.98	0.01	0.20
-0.98	0.01	0.20
-0.99	0.01	0.21
-0.99	0.02	0.22
-0.99	0.02	0.23
-0.99	0.03	0.24
-0.99	0.04	0.23
-0.99	0.04	0.22
-0.98	0.04	0.21
-0.98	0.04	0.19
-0.99	0.04	0.18
-1.00	0.03	0.17
-1.00	0.03	0.18
-1.00	0.02	0.20
-0.99	0.04	0.22
