-1.00	-0.16	0.10
-1.00	-0.16	0.09
-1.00	-0.14	0.09
-1.01	-0.11	0.08
-1.00	-0.11	0.09
-0.99	-0.13	0.11
-0.98	-0.15	0.11
-0.98	-0.17	0.11
-0.97	-0.17	0.10
-0.97	-0.18	0.10
-0.98	-0.18	0.10
-0.98	-0.17	0.10
-0.97	-0.16	0.11
-0.97	-0.15	0.13
-0.97	-0.15	0.13
-0.97	-0.15	0.12
-0.97	-0.15	0.12
-0.97	-0.16	0.12
-0.97	-0.16	0.12
-0.97	-0.16	0.13
-0.97	-0.16	0.13
-0.97	-0.16	0.13
-0.98	-0.16	0.14
-0.98	-0.15	0.14
-0.99	-0.15	0.14
-0.99	-0.15	0.13
-1.00	-0.15	0.12
-1.00	-0.15	0.13
-1.00	-0.14	0.12
-1.00	-0.13	0.12
-1.00	-0.13	0.11
-1.00	-0.14	0.11
-0.99	-0.14	0.10
-0.99	-0.15	0.09
-0.99	-0.16	0.08
-0.99	-0.15	0.09
-1.00	-0.13	0.09
-1.00	-0.13	0.10
-0.99	-0.14	0.11
-0.99	-0.14	0.12
-0.99	-0.14	0.13
-0.99	-0.14	0.13
-0.99	-0.13	0.12
-0.99	-0.13	0.11
-0.99	-0.13	0.10
-1.00	-0.12	0.08
-1.00	-0.14	0.07
-0.99	-0.15	0.07
-0.99	-0.15	0.08
-0.99	-0.15	0.10
-0.98	-0.15	0.12
-0.98	-0.15	0.12
-0.97	-0.16	0.12
-0.97	-0.16	0.11
-0.97	-0.15	0.10
-0.98	-0.16	0.09
-0.98	-0.16	0.09
-0.98	-0.16	0.10
-0.97	-0.15	0.10
-0.97	-0.15	0.11
-0.97	-0.15	0.11
-0.97	-0.16	0.11
-0.97	-0.16	0.11
-0.98	-0.15	0.10
-0.98	-0.15	0.09
-0.98	-0.16	0.08
-0.98	-0.16	0.09
-0.98	-0.15	0.09
-0.98	-0.15	0.10
-0.98	-0.15	0.10
-0.97	-0.16	0.10
-0.98	-0.15	0.10
-0.99	-0.14	0.08
-0.99	-0.14	0.06
-0.99	-0.14	0.07
-0.99	-0.14	0.09
-0.99	-0.12	0.11
-0.99	-0.12	0.11
-0.99	-0.13	0.11
-0.98	-0.14	0.12
-0.98	-0.15	0.12
-0.98	-0.15	0.12
-0.98	-0.15	0.11
-0.98	-0.14	0.10
-0.98	-0.15	0.09
-0.98	-0.15	0.10
-0.98	-0.16	0.12
-0.97	-0.16	0.14
-0.97	-0.16	0.15
-0.97	-0.16	0.15
-0.97	-0.16	0.14
-0.98	-0.16	0.12
-0.98	-0.15	0.11
-0.99	-0.15	0.09
-0.99	-0.15	0.08
-0.99	-0.15	0.08
-0.99	-0.14	0.09
-1.00	-0.12	0.10
-1.00	-0.11	0.11
-1.00	-0.10	0.12
-1.00	-0.11	0.11
-1.00	-0.13	0.09
-0.99	-0.13	0.08
-1.00	-0.13	0.07
-1.00	-0.13	0.05
-0.99	-0.14	0.06
-0.99	-0.13	0.07
-0.99	-0.13	0.07
-0.99	-0.13	0.08
-0.98	-0.13	0.08
-0.98	-0.14	0.09
-0.98	-0.15	0.09
-0.99	-0.15	0.09
-1.00	-0.14	0.09
-1.00	-0.14	0.10
-1.00	-0.14	0.11
-1.00	-0.14	0.11
-0.99	-0.13	0.11
-0.99	-0.13	0.11
-0.99	-0.14	0.11
-0.99	-0.15	0.10
-0.99	-0.16	0.10
-0.99	-0.14	0.10
-0.99	-0.12	0.11
-0.99	-0.10	0.12
-0.98	-0.11	0.11
-0.98	-0.12	0.09
-0.97	-0.13	0.08
-0.97	-0.15	0.07
-0.97	-0.16	0.07
-0.97	-0.16	0.07
-0.98	-0.16	0.07
-0.97	-0.16	0.08
-0.97	-0.15	0.08
-0.97	-0.14	0.08
-0.98	-0.13	0.08
-0.98	-0.13	0.09
-0.98	-0.12	0.10
-0.99	-0.12	0.11
-1.00	-0.13	0.12
-1.00	-0.12	0.13
-1.01	-0.11	0.15
-1.01	-0.10	0.16
-1.00	-0.11	0.17
-0.99	-0.13	0.16
